id_num,tender_id,tender_link,legal_entity,tender_title,purchase_stage,published_date,submission_deadline,purchase_class,initial_max_price,tektorg_link
604011,117452,http://zakupki.rosneft.ru/node/604011,Филиал АО «РН-Транс» в г.Бузулуке,На оказание услуг по техническому обслуживанию и ремонту копировально-множительного оборудования для филиала АО РН-Транс в г. Бузулуке,Запрос предложений,24.11.2020 - 12:56,02.12.2020 - 12:00,прочие услуги,-,Not specified
604000,604000,http://zakupki.rosneft.ru/node/604000,"ООО ""РН-Сервис""",МАСЛА И СМАЗКИ_РНСНВ 2021,Запрос цен,24.11.2020 - 12:27,02.12.2020 - 16:00,поставка материально-технических ресурсов,0.00 руб.,Not specified
603959,б/н,http://zakupki.rosneft.ru/node/603959,"ООО ""РН-Битум""",Реализация автотранспорта  MERCEDES-BENZ E250 BLUETEC 4MATIC vin WDD2120971B284226 гос.номер У481ОА777,Запрос предложений,24.11.2020 - 11:23,09.12.2020 - 11:00,поставка материально-технических ресурсов,Не объявляется,https://sale.tektorg.ru/?&_ga=2.195239148.1375666627.1606202110-1770421840.1601359673#com/procedure/view/procedure/9478
604002,Лот № 88,http://zakupki.rosneft.ru/node/604002,"ООО ""РН-Красноярскнефтепродукт""",Поставка новогодних детских подарков для детей работников ООО «РН-Красноярскнефтепродукт»,Мелкая закупка,24.11.2020 - 12:30,03.12.2020 - 10:00,поставка материально-технических ресурсов,"335 113,25 рублей с учетом НДС",Not specified
603960,603960 (1753-20_ФХД-113-1),http://zakupki.rosneft.ru/node/603960,"ООО ""ТННЦ""","Аренда складских помещений для хранения керна ООО ""ТННЦ""",Запрос цен,24.11.2020 - 11:27,01.12.2020 - 15:30,непроизводственные услуги,29 046 816.00 руб.,Not specified
603955,104/ОЗЦ,http://zakupki.rosneft.ru/node/603955,"ООО ""ПХК ЦСКА""","Выполнение работ по утилизации пришедших внегодность ТМЦ (списанных спортивнойформы, обуви, спортивного инвентаря, компьютерногооборудования, бытовой и оргтехники, иного электро- и электронного оборудования)Заказчика",Запрос цен,24.11.2020 - 11:14,02.12.2020 - 12:00,прочие услуги,"146 629,41 руб., без учета НДС",Not specified
603964,603964,http://zakupki.rosneft.ru/node/603964,АО «РН-Ярославль»,"Закупка кондитерских изделий производителя ООО «НестлеРоссия» для реализации на АЗК/АЗС АО""РН-Ярославль"":",Запрос оферт,24.11.2020 - 11:41,08.12.2020 - 23:59,прочие услуги,1 287 622.41 руб.,Not specified
603973,603973,http://zakupki.rosneft.ru/node/603973,"ООО ""РН-Бурение""","Выполнение работ по бурению и ликвидации водозаборных скважин на Куюмбинском и Терско-Камовском месторождениях для Восточно-Сибирского филиала ООО ""РН-Бурение""",Запрос цен,24.11.2020 - 11:45,01.12.2020 - 23:00,строительно-монтажные работы,38 189 880.00 руб.,Not specified
603970,603970,http://zakupki.rosneft.ru/node/603970,"ООО ""РН-Бурение""","Капитальный ремонт электродвигателей и трансформаторов (МБУ) (ИДС) для Восточно-Сибирского филиала ООО ""РН-Бурение""",Запрос цен,24.11.2020 - 11:45,01.12.2020 - 23:00,прочие услуги,6 866 378.28 руб.,Not specified
603965,728-14/131,http://zakupki.rosneft.ru/node/603965,"ОАО ""Новокуйбышевский НПЗ""",«Объекты основных технологических процессов и ОЗХ. Техн. оборудование. Модернизация. CMP Цех №29. Замена оборудования»,Запрос оферт,24.11.2020 - 11:41,08.12.2020 - 16:00,прочие услуги,0.00 руб.,https://www.tektorg.ru/rosneft/procedures/553621?lang=ru
603979,Лот№ОРС 21-53,http://zakupki.rosneft.ru/node/603979,"ООО ""ПНГ-ОРС""","""Кондитерская продукция в ассортименте """,Запрос цен,24.11.2020 - 11:54,07.12.2020 - 11:50,поставка материально-технических ресурсов,не публикуется,Not specified
603977,603977,http://zakupki.rosneft.ru/node/603977,"ООО ""РН-Пожарная безопасность""","Оказание услуг по охране административного здания для нужд филиала ""Сибирь"" ОО ""РН-Пожарная безопасность"" (СИБ-53/20)",Запрос предложений_new,24.11.2020 - 11:50,03.12.2020 - 15:00,прочие услуги,1 280 712.00 руб.,Not specified
603975,603975,http://zakupki.rosneft.ru/node/603975,"ООО ""РН-Пожарная безопасность""","Оказание услуг по охране пожарного полигона для нужд филиала ""Сибирь"" ООО ""РН-Пожарная безопасность"" (СИБ-52/20)",Запрос предложений_new,24.11.2020 - 11:49,03.12.2020 - 15:00,прочие услуги,1 212 822.00 руб.,Not specified
603962,603962,http://zakupki.rosneft.ru/node/603962,"ООО ""РН-Бурение""","Комплекс услуг по мобилизации буровой установки и бригадного хозяйства для Восточно-Сибирского филиала ООО ""РН-Бурение""",Запрос цен,24.11.2020 - 11:30,01.12.2020 - 23:00,прочие услуги,8 217 195.12 руб.,Not specified
604003,РН01108496,http://zakupki.rosneft.ru/node/604003,ПАО «Саратовский НПЗ»,Закупка защитных слоев катализатора ГО для установки ЛЧ-35-11/600 в 2021г.,Запрос оферт,24.11.2020 - 12:33,08.12.2020 - 22:59,поставка материально-технических ресурсов,не публикуется,Not specified
603949,25.12-2020РН,http://zakupki.rosneft.ru/node/603949,"ООО ""Славнефть-Красноярскнефтегаз""","Выполнение работ по сбору, транспортированию, обработке, утилизации, обезвреживанию отходов производства и потребления, включая работы по обслуживанию и эксплуатации комплекса термического обезвреживания на производственных объектах ООО ""Славнефть-Красноярскнефтегаз""",Запрос цен,24.11.2020 - 10:56,09.12.2020 - 12:00,прочие услуги,"100 475 535,36 рублей с НДС 20%",http://rn.tektorg.ru
603951,377-2020,http://zakupki.rosneft.ru/node/603951,"АО ""Ангарская НХК""","Закупка компенсаторов для нужд АО ""АНХК""",Запрос оферт,24.11.2020 - 10:56,09.12.2020 - 18:59,поставка материально-технических ресурсов,не публикуется,Not specified
603947,603947,http://zakupki.rosneft.ru/node/603947,ООО ИК «СИБИНТЕК»,"Закупка радиостанций для ПАО ""Уфаоргсинтез""",Запрос цен,24.11.2020 - 10:54,08.12.2020 - 18:00,поставка материально-технических ресурсов,Не публикуется,Not specified
603988,603988,http://zakupki.rosneft.ru/node/603988,"ООО ""РН-Пурнефтегаз""","Строительство объекта: ""Отсыпка кустовой площадки №8 Комсомольского месторождения. Расширение"" (лот № 167-КС/20)",Запрос цен,24.11.2020 - 12:09,09.12.2020 - 14:00,прочие услуги,0.00 руб.,Not specified
